row_0,B,CD4,CD8,Myeloid/Macro,Plasma,Unresolved,non-immune (missed)
B,0.8575160294466873,0.07349798147708383,0.019829019235336025,0.007361671811921159,0.011042507717881738,0.009855141296604131,0.02089764901448587
CD4,0.006338694418164617,0.8411542100283822,0.11669820245979186,0.0043992431409649955,0.005061494796594134,0.003784295175023652,0.022563859981078523
CD8,0.004625629034717633,0.34422812992426166,0.5756620749250242,0.0277029431200122,0.0032531896507904234,0.0057439129771768415,0.03878412036801708
DC,0.38967136150234744,0.13615023474178403,0.009389671361502348,0.39436619718309857,0.051643192488262914,0.009389671361502348,0.009389671361502348
Mast/Baso,0.23433242506811988,0.1335149863760218,0.013623978201634877,0.23978201634877383,0.01634877384196185,0.008174386920980926,0.3542234332425068
Myeloid/Macro,0.0025998182240916487,0.006171926190526516,0.0011413836105768215,0.900847583014521,0.0016698019488068313,0.01333727885692545,0.0742322081545518
NK,0.0015136226034308778,0.1987891019172553,0.7891019172552977,0.0010090817356205853,0.0025227043390514633,0.0,0.007063572149344097
Neutrophil,0.00944767441860465,0.03924418604651163,0.0,0.8626453488372093,0.0029069767441860465,0.006540697674418605,0.07921511627906977
Plasma,0.012472487160674981,0.008070432868672046,0.004402054292002935,0.005135730007336757,0.9119589141599413,0.05172413793103448,0.0062362435803374906
