myeloid_BAFF_det,epi_BAFF_det,myeloid_nCount_med,epi_nCount_med,myeloid_BAFF_normExpr,epi_BAFF_normExpr,normExpr_fold,BAFF_vs_ctrl_in_myeloid_detfold
3.1,0.39,113,419,0.00022,9.3e-06,23.7,0.178
