"dataset","platform","n_cells_loaded","n_cells_kept","median_counts","median_genes","mean_neg_frac","mean_blank_frac","median_cell_area","n_flag_neg","n_flag_blank","n_flag_seg_merge","n_flag_lowq","n_samples"
"cln_cosmx","cosmx",532392,532392,168,104,0.28523124087709,NA,4375,34115,0,38,10,14
