"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.03058313762227e-54,2.12333674200139,0.153,0.048,3.88529842883594e-52,"16","SPIB"
1.28601069937891e-49,2.00539870386208,0.135,0.042,4.84826033665849e-47,"16","CCL19"
2.69876125194756e-106,1.8496446788259,0.295,0.095,1.01743299198423e-103,"16","CCR7"
1.23400217681577e-102,1.84156144585402,0.349,0.131,4.65218820659547e-100,"16","PLCG2"
0,5.28768407143938,1,0.077,0,"17","DES"
0,5.0296524022024,0.881,0.027,0,"17","PCP4"
0,4.13803835698946,0.992,0.15,0,"17","CNN1"
0,3.8588155981865,0.999,0.193,0,"17","MYH11"
0,3.5927535440846,0.272,0.015,0,"17","KRT7"
0,3.21614191139999,0.992,0.378,0,"17","ACTG2"
0,2.96728030599355,0.993,0.311,0,"17","ACTA2"
0,2.8717525297224,0.999,0.376,0,"17","MYLK"
0,2.2489185153288,0.659,0.103,0,"17","ASPN"
0,2.10846527198272,0.724,0.13,0,"17","FSTL3"
0,6.34767193950335,0.691,0.039,0,"18","CPA3"
0,5.61888341224805,0.578,0.04,0,"18","KIT"
0,5.28457696511154,0.413,0.023,0,"18","SLC18A2"
0,5.12051425013077,0.47,0.037,0,"18","IL1RL1"
0,4.82173262055941,0.506,0.047,0,"18","MS4A2"
2.17818068247838e-223,4.77750563266709,0.23,0.018,8.21174117294348e-221,"18","HPGDS"
4.49728243385615e-173,3.96241259927627,0.339,0.05,1.69547547756377e-170,"18","GATA2"
4.90185911889808e-86,2.80205064486904,0.343,0.089,1.84800088782458e-83,"18","VWA5A"
4.23621095463546e-35,2.41117138181276,0.181,0.052,1.59705152989757e-32,"18","LIF"
5.35052538816863e-20,2.07199761142592,0.126,0.041,2.01714807133957e-17,"18","FCER1A"
0,5.69829902024379,0.947,0.064,0,"19","LAMP3"
5.26807984490414e-269,4.63135504940922,0.799,0.096,1.98606610152886e-266,"19","CCR7"
5.50216268093707e-177,4.00225537634753,0.741,0.123,2.07431533071328e-174,"19","CD83"
2.86758635544053e-131,3.78801738613817,0.656,0.125,1.08108005600108e-128,"19","CSF2RA"
1.6019788818232e-154,3.76891794167621,0.429,0.042,6.03946038447347e-152,"19","CCL19"
1.18772366790761e-65,3.48890553647368,0.296,0.044,4.47771822801169e-63,"19","CD274"
8.93197579492417e-39,2.22513911814927,0.571,0.247,3.36735487468641e-36,"19","BCL2L11"
3.13801006709529e-40,2.06969400710312,0.677,0.361,1.18302979529493e-37,"19","BASP1"
1.85705868461175e-09,2.01339253371354,0.143,0.05,7.00111124098631e-07,"19","SPIB"
2.23326329766496e-51,1.8303624543445,0.741,0.311,8.41940263219689e-49,"19","IL7R"
