"dataset","n_cells_loaded","n_cells_kept","median_counts","median_genes","mean_neg_frac","mean_blank_frac","median_cell_area","median_nuc_cyto","n_flag_neg","n_flag_blank","n_flag_seg_merge","seg_merge_count_thr","seg_merge_area_thr"
"kidney_preview_PRCC",56510,56504,57,39,0.000268236433947995,0.000404018139317536,140.074692584574,0.172645817117545,224,376,109,277,813.888151418343
