"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.02145306607223e-08,0.267785663403274,0.21,0.201,2.84368849175925e-05,"3","TCF4"
1.61990778409297e-05,0.264061690360545,0.148,0.162,0.00656062652557654,"3","ERBB2"
0,2.69122905793633,0.96,0.207,0,"4","MET"
0,2.70881083077922,0.93,0.234,0,"4","CXCL6"
0,1.99813905163249,0.886,0.193,0,"4","SEMA3C"
0,2.08581903539837,0.93,0.26,0,"4","KRT8"
0,2.07387649931307,0.828,0.159,0,"4","CAV1"
0,2.2211237326218,0.786,0.121,0,"4","ERBB2"
0,1.96108711959453,0.928,0.264,0,"4","KRT18"
0,2.31883515027208,0.754,0.12,0,"4","TM4SF18"
0,2.28304051286598,0.725,0.094,0,"4","CDH2"
0,1.63129066768657,0.834,0.21,0,"4","DST"
0,1.42439796574083,0.805,0.195,0,"4","GNG11"
0,1.46206994027422,0.937,0.332,0,"4","VCAN"
0,1.4590774448911,0.794,0.191,0,"4","ADAMTS1"
0,1.12080769092069,0.897,0.296,0,"4","MYLK"
0,1.47335290035185,0.931,0.338,0,"4","CAVIN1"
0,2.09811651694816,0.69,0.113,0,"4","CFB"
0,0.883618545194181,0.854,0.311,0,"4","ATP1A1"
0,3.11945420145541,0.553,0.034,0,"4","EGFR"
0,0.845175323608148,0.681,0.178,0,"4","MYC"
0,1.68788043967424,0.591,0.09,0,"4","CXCL2"
0,0.481242102230993,0.804,0.307,0,"4","BASP1"
0,1.41178530669031,0.626,0.136,0,"4","PTGDS"
0,1.00656207632907,0.707,0.226,0,"4","PCNA"
0,1.4199972754222,0.583,0.104,0,"4","MALL"
0,0.971488947326186,0.601,0.128,0,"4","FAS"
0,0.309394708527645,0.668,0.198,0,"4","TFPI"
0,1.76224043887366,0.519,0.059,0,"4","LIF"
0,1.15408414817982,0.566,0.108,0,"4","PPARG"
0,1.66804497046675,0.581,0.13,0,"4","MKI67"
0,0.545784562155821,0.58,0.141,0,"4","FKBP11"
0,2.6458960285575,0.477,0.042,0,"4","LGI4"
0,1.47274493709016,0.486,0.066,0,"4","FSTL3"
0,2.20930346623082,0.497,0.084,0,"4","CDK1"
0,1.65611762303761,0.478,0.071,0,"4","EDN1"
0,1.82376110948511,0.454,0.055,0,"4","NTN4"
0,2.24823174175563,0.449,0.06,0,"4","UBE2C"
0,0.40733996756579,0.512,0.124,0,"4","FHL2"
0,0.581785113419913,0.458,0.076,0,"4","SDC1"
0,1.40191307298333,0.458,0.077,0,"4","ANPEP"
0,0.62497860783736,0.49,0.121,0,"4","MTRNR2L11"
0,0.590375386419121,0.486,0.117,0,"4","SMYD2"
0,1.99182776718712,0.425,0.069,0,"4","TOP2A"
0,2.22183407294824,0.386,0.033,0,"4","BAMBI"
0,0.776951267249625,0.424,0.087,0,"4","RTKN2"
0,1.79480776726501,0.344,0.034,0,"4","KRT7"
0,2.89970841358557,0.321,0.019,0,"4","CDH16"
0,0.794670109612531,0.429,0.127,0,"4","CXCL10"
